train_accuracy,train_precision,train_recall,train_f1,train_true_negatives,train_false_positives,train_false_negatives,train_true_positives,train_roc_auc,train_pr_auc,train_brier_score,val_accuracy,val_precision,val_recall,val_f1,val_true_negatives,val_false_positives,val_false_negatives,val_true_positives,val_roc_auc,val_pr_auc,val_brier_score,cal_accuracy,cal_precision,cal_recall,cal_f1,cal_true_negatives,cal_false_positives,cal_false_negatives,cal_true_positives,cal_roc_auc,cal_pr_auc,cal_brier_score,test_optimal_accuracy,test_optimal_precision,test_optimal_recall,test_optimal_f1,test_optimal_true_negatives,test_optimal_false_positives,test_optimal_false_negatives,test_optimal_true_positives,test_optimal_roc_auc,test_optimal_pr_auc,test_optimal_brier_score,test_default_accuracy,test_default_precision,test_default_recall,test_default_f1,test_default_true_negatives,test_default_false_positives,test_default_false_negatives,test_default_true_positives,test_default_roc_auc,test_default_pr_auc,test_default_brier_score,optimal_threshold,threshold_optimization_method
0.7009814612868048,0.22832241863213354,0.6831172657631114,0.3422519098055135,37145,15672,2151,4637,0.766769167361864,0.35028117921033897,0.20821922744515006,0.6667169963259348,0.1747500373078645,0.517454706142289,0.2612672913877733,12076,5530,1092,1171,0.6491697107035128,0.1996156434559417,0.21807911512737593,0.8949116714479843,0.972972972972973,0.07954043305346885,0.14705882352941177,17601,5,2083,180,0.8435843111573311,0.49075185175059377,0.08415011694769532,0.8318989380441895,0.24634950541686293,0.23110914714980116,0.23848609211126312,16006,1600,1740,523,0.6521303397101448,0.19632465237328056,0.09774743150704662,0.8851980472092204,0.2857142857142857,0.005302695536897923,0.010412147505422993,17576,30,2251,12,0.6521303397101448,0.19632465237328056,0.09774743150704662,0.17,f1_optimization
